20
5
68
1.0

0	41	40	0	371	0	0.00
1	44	9	0	96	0	0.00
2	17	42	197	347	0	0.00
3	18	4	11	139	0	0.00
4	46	36	0	106	0	0.00
5	6	5	46	175	0	0.00
6	18	45	103	262	0	0.00
7	25	0	0	162	0	0.00
8	40	14	0	132	0	0.00
9	4	20	57	189	0	0.00
10	22	4	25	191	0	0.00
11	5	31	106	254	0	0.00
12	34	16	0	125	0	0.00
13	44	30	201	351	0	0.00
14	20	35	104	246	0	0.00
15	29	7	0	127	0	0.00
16	36	17	141	293	0	0.00
17	20	6	18	179	0	0.00
18	49	32	0	91	0	0.00
19	41	37	0	62	0	0.00
20	31	10	177	337	0	0.00
21	15	11	0	371	1	0.25
22	37	11	0	371	1	0.25
23	15	33	0	371	1	0.25
24	37	33	0	371	1	0.25
25	41	40	0	371	1	0.25

99999	31	24	41	6	49	23	42	26	42	40	36	25	10	21	34	23	39	11	3	31	39	29	27	8	99999
31	99999	42	26	27	38	44	21	6	41	22	44	12	21	35	15	11	24	23	28	13	29	7	38	25	31
24	42	99999	38	29	38	3	42	36	25	38	16	30	29	7	36	31	36	33	24	34	31	37	9	22	24
41	26	38	99999	41	12	41	8	23	21	4	29	19	35	31	11	21	2	40	39	13	8	20	29	35	41
6	27	29	41	99999	50	29	41	22	44	39	41	23	6	26	33	21	39	5	5	29	40	27	31	9	6
49	38	38	12	50	99999	41	19	34	15	16	26	30	45	33	23	32	14	50	47	25	11	32	29	42	49
23	44	3	41	29	41	99999	45	38	28	41	19	33	30	10	39	33	39	33	24	37	34	39	12	22	23
42	21	42	8	41	19	45	99999	20	28	5	36	17	34	35	8	19	7	38	39	11	15	16	34	35	42
26	6	36	23	22	34	38	20	99999	36	19	38	6	16	29	12	5	20	20	23	9	25	4	31	19	26
42	41	25	21	44	15	28	28	36	99999	23	11	30	41	21	28	32	21	46	40	28	14	34	17	35	42
40	22	38	4	39	16	41	5	19	23	99999	31	16	33	31	7	18	2	37	38	10	10	17	30	33	40
36	44	16	29	41	26	19	36	38	11	31	99999	32	39	15	33	34	29	44	36	33	22	38	10	32	36
25	12	30	19	23	30	33	17	6	30	16	32	99999	17	23	9	2	17	21	22	6	20	6	25	17	25
10	21	29	35	6	45	30	34	16	41	33	39	17	99999	24	26	15	33	5	7	23	35	20	29	8	10
21	35	7	31	26	33	10	35	29	21	31	15	23	24	99999	29	24	29	29	21	27	25	29	5	17	21
34	15	36	11	33	23	39	8	12	28	7	33	9	26	29	99999	11	9	30	31	3	15	9	30	27	34
23	11	31	21	21	32	33	19	5	32	18	34	2	15	24	11	99999	19	19	20	8	22	6	26	16	23
39	24	36	2	39	14	39	7	20	21	2	29	17	33	29	9	19	99999	38	37	11	7	18	27	32	39
11	23	33	40	5	50	33	38	20	46	37	44	21	5	29	30	19	38	99999	9	27	40	24	34	12	11
3	28	24	39	5	47	24	39	23	40	38	36	22	7	21	31	20	37	9	99999	28	37	26	26	6	3
31	13	34	13	29	25	37	11	9	28	10	33	6	23	27	3	8	11	27	28	99999	16	6	28	24	31
39	29	31	8	40	11	34	15	25	14	10	22	20	35	25	15	22	7	40	37	16	99999	22	22	31	39
29	7	37	20	27	32	39	16	4	34	17	38	6	20	29	9	6	18	24	26	6	22	99999	31	22	29
27	38	9	29	31	29	12	34	31	17	30	10	25	29	5	30	26	27	34	26	28	22	31	99999	22	27
8	25	22	35	9	42	22	35	19	35	33	32	17	8	17	27	16	32	12	6	24	31	22	22	99999	8
99999	31	24	41	6	49	23	42	26	42	40	36	25	10	21	34	23	39	11	3	31	39	29	27	8	99999
