20
5
92
1.0

0	16	20	0	495	0	0.00
1	17	30	0	66	0	0.00
2	34	1	295	457	0	0.00
3	42	2	0	199	0	0.00
4	33	47	45	269	0	0.00
5	35	3	31	197	0	0.00
6	8	7	0	145	0	0.00
7	49	49	156	374	0	0.00
8	3	26	225	406	0	0.00
9	3	20	0	150	0	0.00
10	48	18	0	233	0	0.00
11	46	47	109	268	0	0.00
12	18	35	0	86	0	0.00
13	6	25	0	108	0	0.00
14	40	22	98	342	0	0.00
15	27	21	4	243	0	0.00
16	16	27	0	64	0	0.00
17	28	1	17	184	0	0.00
18	16	30	89	251	0	0.00
19	34	48	83	267	0	0.00
20	44	45	277	457	0	0.00
21	14	13	0	495	1	0.25
22	37	13	0	495	1	0.25
23	14	37	0	495	1	0.25
24	37	37	0	495	1	0.25
25	16	20	0	495	1	0.25

99999	10	26	31	31	25	15	43	14	13	32	39	15	11	24	11	7	22	10	32	37	7	22	17	27	99999
10	99999	33	37	23	32	24	36	14	17	32	32	5	12	24	13	3	31	1	24	30	17	26	8	21	10
26	33	99999	8	46	2	26	49	39	36	21	46	37	36	21	21	31	6	34	47	44	23	12	41	36	26
31	37	8	99999	45	7	34	47	45	42	17	45	40	42	20	24	36	14	38	46	43	30	12	45	35	31
31	23	46	45	99999	44	46	16	36	39	32	13	19	34	25	26	26	46	24	1	11	39	34	21	11	31
25	32	2	7	44	99999	27	47	39	36	19	44	35	36	19	19	30	7	33	45	42	23	10	40	34	25
15	24	26	34	46	27	99999	58	19	13	41	54	29	18	35	23	21	20	24	47	52	8	30	31	42	15
43	36	49	47	16	47	58	99999	50	53	31	3	33	48	28	35	39	52	37	15	5	50	38	37	17	43
14	14	39	45	36	39	19	50	99999	6	45	46	17	3	37	24	13	35	13	37	44	17	36	16	36	14
13	17	36	42	39	36	13	53	6	99999	45	49	20	5	37	24	14	31	16	40	47	13	35	20	38	13
32	32	21	17	32	19	41	31	45	45	99999	29	33	42	8	21	32	26	33	33	27	34	12	39	22	32
39	32	46	45	13	44	54	3	46	49	29	99999	29	44	25	31	35	48	33	12	2	47	35	34	13	39
15	5	37	40	19	35	29	33	17	20	33	29	99999	15	25	16	8	35	5	20	27	22	29	4	19	15
11	12	36	42	34	36	18	48	3	5	42	44	15	99999	34	21	10	32	11	35	42	14	33	14	33	11
24	24	21	20	25	19	35	28	37	37	8	25	25	34	99999	13	24	24	25	26	23	28	9	30	15	24
11	13	21	24	26	19	23	35	24	24	21	31	16	21	13	99999	12	20	14	27	29	15	13	21	19	11
7	3	31	36	26	30	21	39	13	14	32	35	8	10	24	12	99999	28	3	27	33	14	25	10	23	7
22	31	6	14	46	7	20	52	35	31	26	48	35	32	24	20	28	99999	31	47	46	18	15	39	37	22
10	1	34	38	24	33	24	37	13	16	33	33	5	11	25	14	3	31	99999	25	31	17	27	7	22	10
32	24	47	46	1	45	47	15	37	40	33	12	20	35	26	27	27	47	25	99999	10	40	35	23	11	32
37	30	44	43	11	42	52	5	44	47	27	2	27	42	23	29	33	46	31	10	99999	44	33	31	11	37
7	17	23	30	39	23	8	50	17	13	34	47	22	14	28	15	14	18	17	40	44	99999	23	24	33	7
22	26	12	12	34	10	30	38	36	35	12	35	29	33	9	13	25	15	27	35	33	23	99999	33	24	22
17	8	41	45	21	40	31	37	16	20	39	34	4	14	30	21	10	39	7	23	31	24	33	99999	23	17
27	21	36	35	11	34	42	17	36	38	22	13	19	33	15	19	23	37	22	11	11	33	24	23	99999	27
99999	10	26	31	31	25	15	43	14	13	32	39	15	11	24	11	7	22	10	32	37	7	22	17	27	99999
