20
10
88
1.0

0	36	15	0	491	0	0.00
1	34	48	0	139	1	1.50
2	45	36	285	398	1	1.50
3	38	15	0	116	1	1.50
4	17	1	176	348	1	1.50
5	32	38	0	168	1	1.50
6	12	10	143	321	1	1.50
7	5	39	73	274	1	1.50
8	15	2	114	300	1	1.50
9	15	3	302	467	1	1.50
10	29	43	115	268	1	1.50
11	31	45	0	165	1	1.50
12	32	26	0	178	1	1.50
13	45	1	0	125	1	1.50
14	22	45	30	212	1	1.50
15	43	37	35	213	1	1.50
16	7	26	159	357	1	1.50
17	47	48	88	223	1	1.50
18	27	28	18	179	1	1.50
19	35	4	0	117	1	1.50
20	43	1	233	423	1	1.50
21	15	12	0	491	1	0.25
22	36	12	0	491	1	0.25
23	15	36	0	491	1	0.25
24	36	36	0	491	1	0.25
25	43	12	0	491	1	0.25
26	33	41	0	491	1	0.25
27	40	1	0	491	1	0.25
28	12	44	0	491	1	0.25
29	39	16	0	491	1	0.25
30	36	15	0	491	1	0.25

99999	33	22	2	23	23	24	39	24	24	28	30	11	16	32	23	31	34	15	11	15	21	3	30	21	8	26	15	38	3	99999
33	99999	16	33	49	10	43	30	49	48	6	4	22	48	12	14	33	13	21	44	47	41	36	22	12	37	7	47	22	32	33
22	16	99999	22	44	13	41	40	45	44	17	16	16	35	24	2	39	12	19	33	35	38	26	30	9	24	13	35	34	21	22
2	33	22	99999	25	23	26	40	26	25	28	30	12	15	33	22	32	33	17	11	14	23	4	31	21	6	26	14	39	1	2
23	49	44	25	99999	39	9	38	2	2	43	45	29	28	44	44	25	55	28	18	26	11	22	35	40	28	43	23	43	27	23
23	10	13	23	39	99999	34	27	39	38	5	7	12	38	12	11	27	18	11	34	37	31	26	17	4	28	3	38	21	23	23
24	43	41	26	9	34	99999	29	8	7	37	39	25	33	36	40	16	51	23	23	31	4	24	26	35	31	37	29	34	28	24
39	30	40	40	38	27	29	99999	37	36	24	26	29	55	18	38	13	42	24	46	53	29	41	10	31	47	28	52	9	41	39
24	49	45	26	2	39	8	37	99999	1	43	45	29	30	43	44	24	55	28	20	28	10	23	34	40	30	43	25	42	28	24
24	48	44	25	2	38	7	36	1	99999	42	44	28	30	42	43	23	54	27	20	28	9	23	33	39	29	42	25	41	27	24
28	6	17	28	43	5	37	24	43	42	99999	2	17	43	7	15	27	18	15	39	42	34	32	16	10	34	4	43	17	29	28
30	4	16	30	45	7	39	26	45	44	2	99999	19	45	9	14	29	16	17	41	44	37	33	18	10	35	4	45	19	30	30
11	22	16	12	29	12	25	29	29	28	17	19	99999	27	21	15	25	26	5	22	26	22	15	20	11	18	15	26	27	12	11
16	48	35	15	28	38	33	55	30	30	43	45	27	99999	48	36	45	47	31	10	2	32	14	46	36	11	42	5	54	16	16
32	12	24	33	44	12	36	18	43	42	7	9	21	48	99999	22	24	25	17	42	47	34	36	11	17	39	12	48	10	34	32
23	14	2	22	44	11	40	38	44	43	15	14	15	36	22	99999	37	11	18	33	36	38	26	28	7	25	11	36	32	21	23
31	33	39	32	25	27	16	13	24	23	27	29	25	45	24	37	99999	45	20	35	43	16	32	13	31	39	30	41	19	34	31
34	13	12	33	55	18	51	42	55	54	18	16	26	47	25	11	45	99999	28	44	47	48	38	34	16	36	16	48	35	33	34
15	21	19	17	28	11	23	24	28	27	15	17	5	31	17	18	20	28	99999	25	30	20	18	14	12	23	14	30	22	17	15
11	44	33	11	18	34	23	46	20	20	39	41	22	10	42	33	35	44	25	99999	8	22	8	38	32	11	37	6	46	13	11
15	47	35	14	26	37	31	53	28	28	42	44	26	2	47	36	43	47	30	8	99999	30	13	45	36	11	41	3	53	16	15
21	41	38	23	11	31	4	29	10	9	34	37	22	32	34	38	16	48	20	22	30	99999	21	24	32	28	34	27	32	24	21
3	36	26	4	22	26	24	41	23	23	32	33	15	14	36	26	32	38	18	8	13	21	99999	32	24	7	29	12	40	5	3
30	22	30	31	35	17	26	10	34	33	16	18	20	46	11	28	13	34	14	38	45	24	32	99999	21	37	19	43	9	31	30
21	12	9	21	40	4	35	31	40	39	10	10	11	36	17	7	31	16	12	32	36	32	24	21	99999	25	6	35	25	20	21
8	37	24	6	28	28	31	47	30	29	34	35	18	11	39	25	39	36	23	11	11	28	7	37	25	99999	31	11	45	6	8
26	7	13	26	43	3	37	28	43	42	4	4	15	42	12	11	30	16	14	37	41	34	29	19	6	31	99999	41	21	26	26
15	47	35	14	23	38	29	52	25	25	43	45	26	5	48	36	41	48	30	6	3	27	12	43	35	11	41	99999	51	15	15
38	22	34	39	43	21	34	9	42	41	17	19	27	54	10	32	19	35	22	46	53	32	40	9	25	45	21	51	99999	39	38
3	32	21	1	27	23	28	41	28	27	29	30	12	16	34	21	34	33	17	13	16	24	5	31	20	6	26	15	39	99999	3
99999	33	22	2	23	23	24	39	24	24	28	30	11	16	32	23	31	34	15	11	15	21	3	30	21	8	26	15	38	3	99999
