20
10
92
1.0

0	20	17	0	486	0	0.00
1	8	46	115	331	1	1.50
2	42	12	30	207	1	1.50
3	8	14	0	95	1	1.50
4	45	20	32	250	1	1.50
5	20	13	170	362	1	1.50
6	20	32	134	324	1	1.50
7	29	1	52	214	0	0.00
8	20	46	258	418	0	0.00
9	18	31	0	128	0	0.00
10	44	48	0	208	0	0.00
11	41	24	0	201	0	0.00
12	28	13	64	222	0	0.00
13	36	37	0	184	0	0.00
14	41	38	16	215	0	0.00
15	15	21	0	99	0	0.00
16	19	42	0	119	0	0.00
17	49	47	238	444	0	0.00
18	45	9	79	297	0	0.00
19	27	44	0	157	0	0.00
20	46	26	236	353	0	0.00
21	18	12	0	486	1	0.25
22	38	12	0	486	1	0.25
23	18	36	0	486	1	0.25
24	38	36	0	486	1	0.25
25	33	26	0	486	1	0.25
26	15	10	0	486	1	0.25
27	15	8	0	486	1	0.25
28	25	32	0	486	1	0.25
29	16	37	0	486	1	0.25
30	20	17	0	486	1	0.25

99999	31	22	12	25	4	15	18	29	14	38	22	8	25	29	6	25	41	25	27	27	5	19	19	26	16	9	10	16	20	99999
31	99999	47	32	44	34	18	49	12	18	36	39	38	28	33	25	11	41	51	19	42	35	45	14	32	32	37	39	22	12	31
22	47	99999	34	8	22	29	17	40	30	36	12	14	25	26	28	37	35	4	35	14	24	4	34	24	17	27	27	26	36	22
12	32	34	99999	37	12	21	24	34	19	48	34	20	35	40	9	30	51	37	34	39	10	30	24	37	28	8	9	25	24	12
25	44	8	37	99999	25	27	24	35	29	28	5	18	18	18	30	33	27	11	29	6	28	11	31	17	13	32	32	23	34	25
4	34	22	12	25	99999	19	15	33	18	41	23	8	28	32	9	29	44	25	31	28	2	18	23	29	18	6	7	20	24	4
15	18	29	21	27	19	99999	32	14	2	28	22	20	16	21	12	10	32	33	13	26	20	27	4	18	14	23	25	5	6	15
18	49	17	24	24	15	32	99999	45	31	48	25	12	36	38	24	42	49	17	43	30	16	14	37	36	25	17	16	31	38	18
29	12	40	34	35	33	14	45	99999	15	24	30	33	18	22	25	4	29	44	7	32	34	38	10	21	24	36	38	15	10	29
14	18	30	19	29	18	2	31	15	99999	30	24	20	18	23	10	11	34	34	15	28	19	28	5	21	16	21	23	7	6	14
38	36	36	48	28	41	28	48	24	30	99999	24	38	13	10	39	25	5	39	17	22	44	36	29	13	25	48	49	25	30	38
22	39	12	34	5	23	22	25	30	24	24	99999	17	13	14	26	28	24	15	24	5	26	12	26	12	8	30	31	18	28	22
8	38	14	20	18	8	20	12	33	20	38	17	99999	25	28	14	30	39	17	31	22	10	10	25	25	14	13	14	19	27	8
25	28	25	35	18	28	16	36	18	18	13	13	25	99999	5	26	17	16	28	11	14	31	25	18	2	11	34	36	12	20	25
29	33	26	40	18	32	21	38	22	23	10	14	28	5	99999	31	22	12	29	15	13	35	26	23	4	14	38	40	17	25	29
6	25	28	9	30	9	12	24	25	10	39	26	14	26	31	99999	21	42	31	25	31	9	25	15	27	19	11	13	15	16	6
25	11	37	30	33	29	10	42	4	11	25	28	30	17	22	21	99999	30	41	8	31	30	36	6	20	21	32	34	12	6	25
41	41	35	51	27	44	32	49	29	34	5	24	39	16	12	42	30	99999	38	22	21	47	37	33	16	26	50	52	28	34	41
25	51	4	37	11	25	33	17	44	34	39	15	17	28	29	31	41	38	99999	39	17	27	8	38	28	21	30	30	30	40	25
27	19	35	34	29	31	13	43	7	15	17	24	31	11	15	25	8	22	39	99999	25	33	34	12	14	19	36	38	12	13	27
27	42	14	39	6	28	26	30	32	28	22	5	22	14	13	31	31	21	17	25	99999	31	16	30	13	13	35	36	22	32	27
5	35	24	10	28	2	20	16	34	19	44	26	10	31	35	9	30	47	27	33	31	99999	20	24	31	21	4	5	21	25	5
19	45	4	30	11	18	27	14	38	28	36	12	10	25	26	25	36	37	8	34	16	20	99999	31	24	15	23	23	24	33	19
19	14	34	24	31	23	4	37	10	5	29	26	25	18	23	15	6	33	38	12	30	24	31	99999	20	18	26	28	8	2	19
26	32	24	37	17	29	18	36	21	21	13	12	25	2	4	27	20	16	28	14	13	31	24	20	99999	11	35	36	14	22	26
16	32	17	28	13	18	14	25	24	16	25	8	14	11	14	19	21	26	21	19	13	21	15	18	11	99999	24	25	10	20	16
9	37	27	8	32	6	23	17	36	21	48	30	13	34	38	11	32	50	30	36	35	4	23	26	35	24	99999	2	24	27	9
10	39	27	9	32	7	25	16	38	23	49	31	14	36	40	13	34	52	30	38	36	5	23	28	36	25	2	99999	26	29	10
16	22	26	25	23	20	5	31	15	7	25	18	19	12	17	15	12	28	30	12	22	21	24	8	14	10	24	26	99999	10	16
20	12	36	24	34	24	6	38	10	6	30	28	27	20	25	16	6	34	40	13	32	25	33	2	22	20	27	29	10	99999	20
99999	31	22	12	25	4	15	18	29	14	38	22	8	25	29	6	25	41	25	27	27	5	19	19	26	16	9	10	16	20	99999
