20
5
68
1.0

0	20	17	0	401	0	0.00
1	17	39	0	162	1	1.50
2	44	36	126	298	1	1.50
3	22	16	0	102	1	1.50
4	13	2	22	244	1	1.50
5	8	12	53	231	1	1.50
6	11	20	0	95	1	1.50
7	3	4	72	241	1	1.50
8	16	40	0	205	1	1.50
9	22	24	0	130	1	1.50
10	23	27	0	134	1	1.50
11	28	43	113	326	1	1.50
12	4	6	11	181	1	1.50
13	9	30	0	167	1	1.50
14	2	7	18	239	1	1.50
15	36	20	58	234	1	1.50
16	1	39	0	170	1	1.50
17	37	28	227	381	1	1.50
18	5	3	127	377	1	1.50
19	23	41	0	168	1	1.50
20	33	35	233	377	1	1.50
21	11	12	0	401	1	0.25
22	33	12	0	401	1	0.25
23	11	32	0	401	1	0.25
24	33	32	0	401	1	0.25
25	20	17	0	401	1	0.25

99999	22	30	2	16	13	9	21	23	7	10	26	19	17	20	16	29	20	20	24	22	10	14	17	20	99999
22	99999	27	23	37	27	19	36	1	15	13	11	34	12	34	26	16	22	36	6	16	28	31	9	17	22
30	27	99999	29	45	43	35	51	28	25	22	17	49	35	50	17	43	10	50	21	11	41	26	33	12	30
2	23	29	99999	16	14	11	22	24	8	11	27	20	19	21	14	31	19	21	25	21	12	12	19	19	2
16	37	45	16	99999	11	18	10	38	23	26	42	9	28	11	29	38	35	8	40	37	10	22	30	36	16
13	27	43	14	11	99999	8	9	28	18	21	36	7	18	7	28	27	33	9	32	33	3	25	20	32	13
9	19	35	11	18	8	99999	17	20	11	13	28	15	10	15	25	21	26	17	24	25	8	23	12	25	9
21	36	51	22	10	9	17	99999	37	27	30	45	2	26	3	36	35	41	2	41	42	11	31	29	41	21
23	1	28	24	38	28	20	37	99999	16	14	12	35	12	35	27	15	23	37	7	17	28	33	9	19	23
7	15	25	8	23	18	11	27	16	99999	3	19	25	14	25	14	25	15	27	17	15	16	16	14	14	7
10	13	22	11	26	21	13	30	14	3	99999	16	28	14	28	14	25	14	30	14	12	19	18	13	11	10
26	11	17	27	42	36	28	45	12	19	16	99999	43	22	43	24	27	17	45	5	9	35	31	20	12	26
19	34	49	20	9	7	15	2	35	25	28	43	99999	24	2	34	33	39	3	39	40	9	30	27	39	19
17	12	35	19	28	18	10	26	12	14	14	22	24	99999	24	28	12	28	27	17	24	18	30	3	24	17
20	34	50	21	11	7	15	3	35	25	28	43	2	24	99999	35	32	40	5	39	40	10	31	27	40	20
16	26	17	14	29	28	25	36	27	14	14	24	34	28	35	99999	39	8	35	24	15	26	9	28	12	16
29	16	43	31	38	27	21	35	15	25	25	27	33	12	32	39	99999	37	36	22	32	29	42	12	33	29
20	22	10	19	35	33	26	41	23	15	14	17	39	28	40	8	37	99999	40	19	8	31	16	26	6	20
20	36	50	21	8	9	17	2	37	27	30	45	3	27	5	35	36	40	99999	41	42	11	29	30	40	20
24	6	21	25	40	32	24	41	7	17	14	5	39	17	39	24	22	19	41	99999	11	31	31	15	13	24
22	16	11	21	37	33	25	42	17	15	12	9	40	24	40	15	32	8	42	11	99999	32	23	22	3	22
10	28	41	12	10	3	8	11	28	16	19	35	9	18	10	26	29	31	11	31	32	99999	22	20	30	10
14	31	26	12	22	25	23	31	33	16	18	31	30	30	31	9	42	16	29	31	23	22	99999	30	20	14
17	9	33	19	30	20	12	29	9	14	13	20	27	3	27	28	12	26	30	15	22	20	30	99999	22	17
20	17	12	19	36	32	25	41	19	14	11	12	39	24	40	12	33	6	40	13	3	30	20	22	99999	20
99999	22	30	2	16	13	9	21	23	7	10	26	19	17	20	16	29	20	20	24	22	10	14	17	20	99999
