20
10
88
1.0

0	9	42	0	457	0	0.00
1	2	12	0	95	1	1.50
2	40	6	153	319	1	1.50
3	37	30	61	200	1	1.50
4	6	19	0	149	1	1.50
5	1	20	0	114	1	1.50
6	19	16	87	243	1	1.50
7	19	18	15	124	1	1.50
8	34	29	64	239	1	1.50
9	47	6	267	405	1	1.50
10	11	16	24	172	1	1.50
11	24	29	48	158	1	1.50
12	48	23	49	201	1	1.50
13	2	45	0	61	1	1.50
14	47	31	211	341	1	1.50
15	34	32	38	176	1	1.50
16	1	33	140	271	1	1.50
17	13	22	0	120	1	1.50
18	9	9	0	115	1	1.50
19	34	24	62	202	1	1.50
20	12	40	228	354	1	1.50
21	12	15	0	457	1	0.25
22	36	15	0	457	1	0.25
23	12	35	0	457	1	0.25
24	36	35	0	457	1	0.25
25	39	42	0	457	1	0.25
26	42	25	0	457	1	0.25
27	20	25	0	457	1	0.25
28	47	38	0	457	1	0.25
29	17	42	0	457	1	0.25
30	9	42	0	457	1	0.25

99999	30	47	29	23	23	27	26	27	51	26	19	42	7	39	26	12	20	33	30	3	27	38	8	28	30	37	20	38	8	99999
30	99999	38	38	8	8	17	17	35	45	9	27	46	33	47	37	21	14	7	33	29	10	34	25	41	48	42	22	52	34	30
47	38	99999	24	35	40	23	24	23	7	30	28	18	54	25	26	47	31	31	18	44	29	10	40	29	36	19	28	33	43	47
29	38	24	99999	32	37	22	21	3	26	29	13	13	36	10	3	36	25	34	6	26	29	15	25	5	12	7	18	13	23	29
23	8	35	32	99999	5	13	13	29	42	5	20	42	26	42	30	14	7	10	28	21	7	30	17	34	40	36	15	45	25	23
23	8	40	37	5	99999	18	18	34	47	10	24	47	25	47	34	13	12	13	33	22	12	35	19	38	44	41	20	49	27	23
27	17	23	22	13	18	99999	2	19	29	8	13	29	33	31	21	24	8	12	17	25	7	17	20	25	33	25	9	36	26	27
26	17	24	21	13	18	2	99999	18	30	8	12	29	31	30	20	23	7	13	16	23	8	17	18	24	31	24	7	34	24	26
27	35	23	3	29	34	19	18	99999	26	26	10	15	34	13	3	33	22	31	5	24	26	14	23	6	14	9	15	16	21	27
51	45	7	26	42	47	29	30	26	99999	37	32	17	58	25	29	53	37	38	22	48	36	14	45	31	37	20	33	32	47	51
26	9	30	29	5	10	8	8	26	37	99999	18	37	30	38	28	19	6	7	24	24	1	25	19	31	38	32	13	42	27	26
19	27	28	13	20	24	13	12	10	32	18	99999	24	26	23	10	23	13	25	11	16	18	18	13	13	20	18	6	25	15	19
42	46	18	13	42	47	29	29	15	17	37	24	99999	49	8	16	47	35	41	14	39	37	14	38	17	21	6	28	15	36	42
7	33	54	36	26	25	33	31	34	58	30	26	49	99999	46	33	12	25	36	37	10	32	45	14	35	37	45	27	46	15	7
39	47	25	10	42	47	31	30	13	25	38	23	8	46	99999	13	46	35	43	14	36	38	19	35	12	14	8	28	7	32	39
26	37	26	3	30	34	21	20	3	29	28	10	16	33	13	99999	33	23	33	8	23	28	17	22	4	11	11	16	14	20	26
12	21	47	36	14	13	24	23	33	53	19	23	47	12	46	33	99999	16	24	34	13	21	39	11	35	39	42	21	46	18	12
20	14	31	25	7	12	8	7	22	37	6	13	35	25	35	23	16	99999	13	21	18	7	24	13	26	33	29	8	38	20	20
33	7	31	34	10	13	12	13	31	38	7	25	41	36	43	33	24	13	99999	29	31	7	28	26	37	45	37	19	48	34	33
30	33	18	6	28	33	17	16	5	22	24	11	14	37	14	8	34	21	29	99999	27	24	9	25	11	19	8	14	19	25	30
3	29	44	26	21	22	25	23	24	48	24	16	39	10	36	23	13	18	31	27	99999	25	35	5	25	27	34	17	35	5	3
27	10	29	29	7	12	7	8	26	36	1	18	37	32	38	28	21	7	7	24	25	99999	24	20	31	38	32	13	42	27	27
38	34	10	15	30	35	17	17	14	14	25	18	14	45	19	17	39	24	28	9	35	24	99999	31	20	27	12	19	25	33	38
8	25	40	25	17	19	20	18	23	45	19	13	38	14	35	22	11	13	26	25	5	20	31	99999	24	28	32	13	35	9	8
28	41	29	5	34	38	25	24	6	31	31	13	17	35	12	4	35	26	37	11	25	31	20	24	99999	8	12	19	11	20	28
30	48	36	12	40	44	33	31	14	37	38	20	21	37	14	11	39	33	45	19	27	38	27	28	8	99999	17	25	9	22	30
37	42	19	7	36	41	25	24	9	20	32	18	6	45	8	11	42	29	37	8	34	32	12	32	12	17	99999	22	14	30	37
20	22	28	18	15	20	9	7	15	33	13	6	28	27	28	16	21	8	19	14	17	13	19	13	19	25	22	99999	30	17	20
38	52	33	13	45	49	36	34	16	32	42	25	15	46	7	14	46	38	48	19	35	42	25	35	11	9	14	30	99999	30	38
8	34	43	23	25	27	26	24	21	47	27	15	36	15	32	20	18	20	34	25	5	27	33	9	20	22	30	17	30	99999	8
99999	30	47	29	23	23	27	26	27	51	26	19	42	7	39	26	12	20	33	30	3	27	38	8	28	30	37	20	38	8	99999
