20
5
84
1.0

0	24	2	0	496	0	0.00
1	14	1	0	112	1	1.50
2	48	10	252	443	1	1.50
3	5	11	0	105	1	1.50
4	22	1	10	162	1	1.50
5	14	32	68	236	1	1.50
6	46	39	153	336	1	1.50
7	3	34	85	235	1	1.50
8	10	20	0	92	1	1.50
9	29	24	117	285	1	1.50
10	12	27	54	198	1	1.50
11	46	45	282	448	1	1.50
12	11	40	57	227	1	1.50
13	18	5	0	80	1	1.50
14	41	12	0	178	1	1.50
15	28	21	16	191	1	1.50
16	4	7	0	92	1	1.50
17	0	33	59	277	1	1.50
18	16	38	161	290	1	1.50
19	34	41	197	368	1	1.50
20	2	24	220	389	1	1.50
21	12	12	0	496	1	0.25
22	36	12	0	496	1	0.25
23	12	34	0	496	1	0.25
24	36	34	0	496	1	0.25
25	24	2	0	496	1	0.25

99999	10	25	20	2	31	43	37	22	22	27	48	39	6	19	19	20	38	36	39	30	16	16	34	34	99999
10	99999	35	13	8	31	49	34	19	26	26	53	39	5	29	23	11	34	37	43	25	11	25	33	40	10
25	35	99999	43	27	39	29	50	39	23	39	35	47	30	7	22	44	52	42	34	47	36	12	43	27	25
20	13	43	99999	19	22	49	23	10	27	17	53	29	14	36	25	4	22	28	41	13	7	31	24	39	20
2	8	27	19	99999	32	44	37	22	23	27	50	40	5	21	20	18	38	37	40	29	15	18	34	36	2
31	31	39	22	32	99999	32	11	12	17	5	33	8	27	32	17	26	14	6	21	14	20	30	3	22	31
43	49	29	49	44	32	99999	43	40	22	36	6	35	43	27	25	52	46	30	12	46	43	29	34	11	43
37	34	50	23	37	11	43	99999	15	27	11	43	10	32	43	28	27	3	13	31	10	24	40	9	33	37
22	19	39	10	22	12	40	15	99999	19	7	43	20	17	32	18	14	16	18	31	8	8	27	14	30	22
22	26	23	27	23	17	22	27	19	99999	17	27	24	21	16	3	30	30	19	17	27	21	14	20	12	22
27	26	39	17	27	5	36	11	7	17	99999	38	13	22	32	17	21	13	11	26	10	15	28	7	25	27
48	53	35	53	50	33	6	43	43	27	38	99999	35	48	33	30	56	46	30	12	47	47	34	36	15	48
39	39	47	29	40	8	35	10	20	24	13	35	99999	35	40	25	33	13	5	23	18	28	38	6	26	39
6	5	30	14	5	27	43	32	17	21	22	48	35	99999	24	18	14	33	33	38	24	9	19	30	34	6
19	29	7	36	21	32	27	43	32	16	32	33	40	24	99999	15	37	45	35	29	40	29	5	36	23	19
19	23	22	25	20	17	25	28	18	3	17	30	25	18	15	99999	27	30	20	20	26	18	12	21	15	19
20	11	44	4	18	26	52	27	14	30	21	56	33	14	37	27	99999	26	32	45	17	9	32	28	42	20
38	34	52	22	38	14	46	3	16	30	13	46	13	33	45	30	26	99999	16	34	9	24	42	12	36	38
36	37	42	28	37	6	30	13	18	19	11	30	5	33	35	20	32	16	99999	18	19	26	33	6	20	36
39	43	34	41	40	21	12	31	31	17	26	12	23	38	29	20	45	34	18	99999	35	36	29	23	7	39
30	25	47	13	29	14	46	10	8	27	10	47	18	24	40	26	17	9	19	35	99999	16	36	14	35	30
16	11	36	7	15	20	43	24	8	21	15	47	28	9	29	18	9	24	26	36	16	99999	24	22	33	16
16	25	12	31	18	30	29	40	27	14	28	34	38	19	5	12	32	42	33	29	36	24	99999	33	22	16
34	33	43	24	34	3	34	9	14	20	7	36	6	30	36	21	28	12	6	23	14	22	33	99999	24	34
34	40	27	39	36	22	11	33	30	12	25	15	26	34	23	15	42	36	20	7	35	33	22	24	99999	34
99999	10	25	20	2	31	43	37	22	22	27	48	39	6	19	19	20	38	36	39	30	16	16	34	34	99999
